28,T04373,ecos,5109767,941322,GenBank,GCA_000285655.3,GCA_000285655.3_EC958.v1_genomic.fna
29,T00425,ecv,5082025,405955,GenBank,GCA_000014845.1,GCA_000014845.1_ASM1484v1_genomic.fna
30,T02445,ecoa,4798435,1274814,GenBank,GCA_000332755.1,GCA_000332755.1_ASM33275v1_genomic.fna
31,T00591,ecx,4643538,331112,GenBank,GCA_000017765.1,GCA_000017765.1_ASM1776v1_genomic.fna
32,T00672,ecm,5068389,439855,GenBank,GCA_000019645.1,GCA_000019645.1_ASM1964v1_genomic.fna
33,T00784,ecy,4887515,409438,GenBank,GCA_000010385.1,GCA_000010385.1_ASM1038v1_genomic.fna
34,T00828,ecr,4700560,585034,GenBank,GCA_000026265.1,GCA_000026265.1_ASM2626v1_genomic.fna
35,T00827,ecq,5209548,585397,GenBank,GCA_000026305.1,GCA_000026305.1_ASM2630v1_genomic.fna
36,T00831,eum,5202090,585056,GenBank,GCA_000026325.2,GCA_000026325.2_ASM2632v2_genomic.fna
37,T00829,ect,5132068,585057,GenBank,GCA_000026345.1,GCA_000026345.1_ASM2634v1_genomic.fna
38,T01999,eoc,5313531,1072459,GenBank,GCA_000227625.1,GCA_000227625.1_ASM22762v1_genomic.fna
39,T00944,ebr,4629812,413997,GenBank,GCA_000017985.1,GCA_000017985.1_ASM1798v1_genomic.fna
41,T00931,ebl,4558953,469008,GenBank,GCA_000022665.2,GCA_000022665.2_ASM2266v1_genomic.fna
42,T02096,ebe,4558947,469008,GenBank,GCA_000009565.2,GCA_000009565.2_ASM956v1_genomic.fna
43,T00939,ebd,4570938,866768,GenBank,GCA_000023665.1,GCA_000023665.1_ASM2366v1_genomic.fna
44,T00338,eci,5065741,364106,GenBank,GCA_000013265.1,GCA_000013265.1_ASM1326v1_genomic.fna
45,T01997,eih,5108383,714962,GenBank,GCA_000025745.1,GCA_000025745.1_ASM2574v1_genomic.fna
46,T00830,ecz,5032268,585035,GenBank,GCA_000026285.2,GCA_000026285.2_ASM2628v2_genomic.fna
47,T00106,ecc,5231428,199310,GenBank,GCA_000007445.1,GCA_000007445.1_ASM744v1_genomic.fna
48,T02067,elo,5241977,216592,GenBank,GCA_000027125.1,GCA_000027125.1_ASM2712v1_genomic.fna
49,T02068,eln,4747819,685038,GenBank,GCA_000183345.1,GCA_000183345.1_ASM18334v1_genomic.fna
50,T02077,ese,4717338,431946,GenBank,GCA_000010485.1,GCA_000010485.1_ASM1048v1_genomic.fna
51,T00697,ecl,4746218,481805,GenBank,GCA_000019385.1,GCA_000019385.1_ASM1938v1_genomic.fna
53,T02104,ekf,5021812,595495,GenBank,GCA_000258025.1,GCA_000258025.1_ASM25802v1_genomic.fna
54,T01995,eab,5131397,655817,GenBank,GCA_000148365.1,GCA_000148365.1_ASM14836v1_genomic.fna
55,T01996,edh,4630707,536056,GenBank,GCA_000023365.1,GCA_000023365.1_ASM2336v1_genomic.fna
56,T02102,edj,4621430,536056,GenBank,GCA_000270105.1,GCA_000270105.1_ASM27010v1_genomic.fna
57,T02000,elu,4993013,869729,GenBank,GCA_000148605.1,GCA_000148605.1_ASM14860v1_genomic.fna
58,T02002,elw,4900968,566546,GenBank,GCA_000184185.1,GCA_000184185.1_ASM18418v1_genomic.fna
59,T02101,ell,4897452,566546,GenBank,GCA_000258145.1,GCA_000258145.1_ASM25814v1_genomic.fna
60,T02003,elc,5038386,885275,GenBank,GCA_000233895.1,GCA_000233895.1_ASM23389v1_genomic.fna
61,T02004,eld,5038386,885276,GenBank,GCA_000233875.1,GCA_000233875.1_ASM23387v1_genomic.fna
62,T02030,elp,4935294,910348,GenBank,GCA_000257275.1,GCA_000257275.1_ASM25727v1_genomic.fna
63,T00854,elf,4773108,591946,GenBank,GCA_000284495.1,GCA_000284495.1_ASM28449v1_genomic.fna
64,T02846,ecol,4835601,1335916,GenBank,GCA_000468515.1,GCA_000468515.1_ASM46851v1_genomic.fna
65,T02847,ecoi,4984940,1382700,GenBank,GCA_000493595.1,GCA_000493595.1_EcoPMV1_genomic.fna
66,T02896,ecoj,5129938,1355100,GenBank,GCA_000493755.1,GCA_000493755.1_ASM49375v1_genomic.fna
67,T00811,efe,4588711,585054,GenBank,GCA_000026225.1,GCA_000026225.1_ASM2622v1_genomic.fna
68,T03986,eal,4701875,1440052,GenBank,GCA_000512125.1,GCA_000512125.1_ASM51212v1_genomic.fna
69,T05353,ema,4671322,1499973,GenBank,GCA_002900365.1,GCA_002900365.1_ASM290036v1_genomic.fna
70,T06276,esz,5120753,2044467,GenBank,GCA_005843885.1,GCA_005843885.1_ASM584388v1_genomic.fna
71,T09019,eruy,4394387,2608867,GenBank,GCA_029876145.1,GCA_029876145.1_ASM2987614v1_genomic.fna
72,T00064,sty,4809037,220341,RefSeq,GCF_000195995.1,GCF_000195995.1_ASM19599v1_genomic.fna
73,T00121,stt,4791961,209261,GenBank,GCA_000007545.1,GCA_000007545.1_ASM754v1_genomic.fna
74,T01741,sex,4768352,1132507,GenBank,GCA_000245535.1,GCA_000245535.1_ASM24553v1_genomic.fna
75,T02648,sent,4791958,527001,GenBank,GCA_000385905.1,GCA_000385905.1_ASM38590v1_genomic.fna
76,T00065,stm,4857450,99287,RefSeq,GCF_000006945.2,GCF_000006945.2_ASM694v2_genomic.fna
77,T01714,seo,4870265,588858,GenBank,GCA_000022165.1,GCA_000022165.1_ASM2216v1_genomic.fna
78,T01715,sev,4879400,568708,GenBank,GCA_000027025.1,GCA_000027025.1_ASM2702v1_genomic.fna
79,T01724,sey,4878012,216597,GenBank,GCA_000210855.2,GCA_000210855.2_ASM21085v2_genomic.fna
80,T01742,sem,4954814,718274,GenBank,GCA_000283735.1,GCA_000283735.1_ASM28373v1_genomic.fna
81,T01743,sej,4817868,990282,GenBank,GCA_000213635.1,GCA_000213635.1_ASM21363v1_genomic.fna
82,T01760,seb,4878013,909946,GenBank,GCA_000188735.1,GCA_000188735.1_ASM18873v1_genomic.fna
83,T01782,sef,4876219,1008297,GenBank,GCA_000252875.1,GCA_000252875.1_ASM25287v1_genomic.fna
84,T02639,setu,4852606,1171376,GenBank,GCA_000380325.1,GCA_000380325.1_ASM38032v1_genomic.fna
85,T02737,setc,4859931,1271862,GenBank,GCA_000430145.3,GCA_000430145.3_ASM43014v3_genomic.fna
86,T02869,senr,4814801,568709,GenBank,GCA_000493535.2,GCA_000493535.2_DT2_genomic.fna
87,T02874,send,4933631,85569,GenBank,GCA_000493675.1,GCA_000493675.1_DT104_genomic.fna
88,T03493,seni,4933618,90371,GenBank,GCA_000636135.1,GCA_000636135.1_ASM63613v1_genomic.fna
89,T02738,seen,4822189,866913,GenBank,GCA_000430165.1,GCA_000430165.1_ASM43016v1_genomic.fna
90,T00219,spt,4585229,295319,GenBank,GCA_000011885.1,GCA_000011885.1_ASM1188v1_genomic.fna
91,T00756,sek,4581797,554290,GenBank,GCA_000026565.1,GCA_000026565.1_ASM2656v1_genomic.fna
92,T00628,spq,4858887,1016998,GenBank,GCA_000018705.1,GCA_000018705.1_ASM1870v1_genomic.fna
93,T00862,sei,4833080,476213,GenBank,GCA_000018385.1,GCA_000018385.1_ASM1838v1_genomic.fna
94,T00240,sec,4755700,321314,GenBank,GCA_000008105.1,GCA_000008105.1_ASM810v1_genomic.fna
95,T00738,seh,4888768,454169,GenBank,GCA_000020705.1,GCA_000020705.1_ASM2070v1_genomic.fna
96,T02011,shb,4750465,1160717,GenBank,GCA_000258365.1,GCA_000258365.1_ASM25836v1_genomic.fna
97,T02735,senh,4783943,1271864,GenBank,GCA_000430085.2,GCA_000430085.2_ASM43008v2_genomic.fna
98,T02736,seeh,4793479,1124936,GenBank,GCA_000430105.1,GCA_000430105.1_ASM43010v1_genomic.fna
99,T00739,see,4827641,423368,GenBank,GCA_000016045.1,GCA_000016045.1_ASM1604v1_genomic.fna
100,T02779,senn,4915960,877468,GenBank,GCA_000442415.1,GCA_000442415.1_ASM44241v1_genomic.fna
101,T00743,sew,4709075,439843,GenBank,GCA_000020745.1,GCA_000020745.1_ASM2074v1_genomic.fna
102,T00751,sea,4798660,454166,GenBank,GCA_000020885.1,GCA_000020885.1_ASM2088v1_genomic.fna
103,T02944,sens,4762840,1406860,GenBank,GCA_000503845.1,GCA_000503845.1_ASM50384v1_genomic.fna
104,T00757,sed,4842908,439851,GenBank,GCA_000020925.1,GCA_000020925.1_ASM2092v1_genomic.fna
105,T00770,seg,4658697,550538,GenBank,GCA_000009525.1,GCA_000009525.1_ASM952v1_genomic.fna
106,T01740,sel,4637962,1081093,GenBank,GCA_000235545.1,GCA_000235545.1_ASM23554v1_genomic.fna
107,T02824,sega,4623089,1225522,GenBank,GCA_000462995.1,GCA_000462995.1_ASM46299v1_genomic.fna
108,T00776,set,4685848,550537,GenBank,GCA_000009505.1,GCA_000009505.1_ASM950v1_genomic.fna
109,T03731,sena,4686535,1412460,GenBank,GCA_000623755.2,GCA_000623755.2_ASM62375v2_genomic.fna
110,T03732,seno,4685850,1412459,GenBank,GCA_000623775.2,GCA_000623775.2_ASM62377v2_genomic.fna
111,T03760,senv,4685850,1412461,GenBank,GCA_000623795.2,GCA_000623795.2_ASM62379v2_genomic.fna
112,T03761,senq,4685834,1412462,GenBank,GCA_000626155.2,GCA_000626155.2_ASM62615v2_genomic.fna
113,T03817,senl,4678914,149539,GenBank,GCA_000750475.1,GCA_000750475.1_ASM75047v1_genomic.fna
114,T02479,senj,4634161,1267753,GenBank,GCA_000341425.1,GCA_000341425.1_ASM34142v1_genomic.fna
115,T02734,seec,4977480,1271863,GenBank,GCA_000430125.1,GCA_000430125.1_ASM43012v1_genomic.fna
116,T02739,seeb,4730612,1173427,GenBank,GCA_000439415.1,GCA_000439415.1_ASM43941v1_genomic.fna
117,T02790,seep,4682599,1298917,GenBank,GCA_000444445.1,GCA_000444445.1_ASM44444v1_genomic.fna
118,T02827,senb,4680283,1320309,GenBank,GCA_000499465.2,GCA_000499465.2_SB3114_genomic.fna
119,T02868,sene,4707648,1064551,GenBank,GCA_000473275.1,GCA_000473275.1_ASM47327v1_genomic.fna
120,T03730,senc,4864410,1003191,GenBank,GCA_000486405.2,GCA_000486405.2_ASM48640v2_genomic.fna
121,T00627,ses,4600800,41514,GenBank,GCA_000018625.1,GCA_000018625.1_ASM1862v1_genomic.fna
122,T01579,sbg,4460105,218493,GenBank,GCA_000252995.1,GCA_000252995.1_ASM25299v1_genomic.fna
123,T02733,sbz,4683551,1197719,GenBank,GCA_000439255.1,GCA_000439255.1_ASM43925v1_genomic.fna
124,T03249,sbv,4394500,1382510,GenBank,GCA_000709535.1,GCA_000709535.1_ASM70953v1_genomic.fna
125,T06160,salz,4677170,2500543,GenBank,GCA_004010755.1,GCA_004010755.1_ASM401075v1_genomic.fna
126,T00097,sfl,4607202,198214,RefSeq,GCF_000006925.2,GCF_000006925.2_ASM692v2_genomic.fna
127,T00128,sfx,4599354,198215,GenBank,GCA_000007405.1,GCA_000007405.1_ASM740v1_genomic.fna
128,T00377,sfv,4574284,373384,GenBank,GCA_000013585.1,GCA_000013585.1_ASM1358v1_genomic.fna
129,T01883,sfe,4650856,591020,GenBank,GCA_000022245.1,GCA_000022245.1_ASM2224v1_genomic.fna
130,T03267,sfn,4595814,1282357,GenBank,GCA_000743955.1,GCA_000743955.1_ASM74395v1_genomic.fna
131,T03315,sfs,4620903,1282358,GenBank,GCA_000743995.1,GCA_000743995.1_ASM74399v1_genomic.fna
132,T03751,sft,4526576,623,GenBank,GCA_000953035.1,GCA_000953035.1_NCTC1_genomic.fna
133,T00274,ssn,4825265,300269,GenBank,GCA_000092525.1,GCA_000092525.1_ASM9252v1_genomic.fna
134,T00301,sbo,4519823,300268,GenBank,GCA_000012025.1,GCA_000012025.1_ASM1202v1_genomic.fna
135,T00700,sbc,4615997,344609,GenBank,GCA_000020185.1,GCA_000020185.1_ASM2018v1_genomic.fna
136,T00306,sdy,4369232,300267,GenBank,GCA_000012005.1,GCA_000012005.1_ASM1200v1_genomic.fna
137,T02933,sdz,4302517,754093,GenBank,GCA_000497505.1,GCA_000497505.1_ASM49750v1_genomic.fna
138,T04390,shq,4558287,1813821,GenBank,GCA_001596115.1,GCA_001596115.1_ASM159611v1_genomic.fna
139,T01231,enc,5314581,716541,GenBank,GCA_000025565.1,GCA_000025565.1_ASM2556v1_genomic.fna
140,T02159,enl,4968248,1104326,GenBank,GCA_000235765.3,GCA_000235765.3_ASM23576v3_genomic.fna
141,T03429,eclg,4848754,550,GenBank,GCA_000770155.1,GCA_000770155.1_ASM77015v1_genomic.fna
142,T03471,ecle,4852980,1333850,GenBank,GCA_000724505.1,GCA_000724505.1_ASM72450v1_genomic.fna
143,T03486,ecln,4761385,550,GenBank,GCA_000784865.1,GCA_000784865.1_ASM78486v1_genomic.fna
144,T03706,ecli,4626882,550,GenBank,GCA_000784905.1,GCA_000784905.1_ASM78490v1_genomic.fna
145,T03707,eclx,4784288,1296536,GenBank,GCA_000814225.1,GCA_000814225.1_ASM81422v1_genomic.fna
146,T03708,ecly,4897485,299766,GenBank,GCA_000814125.3,GCA_000814125.3_ASM81412v3_genomic.fna
147,T03709,eclz,4632074,301105,GenBank,GCA_000814205.1,GCA_000814205.1_ASM81420v1_genomic.fna
148,T02615,eclo,4908759,158836,GenBank,GCA_000210775.1,GCA_000210775.1_ASM21077v1_genomic.fna
149,T04593,ehm,4878509,158836,GenBank,GCA_001874505.1,GCA_001874505.1_ASM187450v1_genomic.fna
150,T04821,exf,4661849,1296536,GenBank,GCA_001729785.1,GCA_001729785.1_ASM172978v1_genomic.fna
151,T03350,ecla,4633407,1333851,GenBank,GCA_000750225.1,GCA_000750225.1_ASM75022v1_genomic.fna
152,T03378,eclc,4621385,1333849,GenBank,GCA_000750275.1,GCA_000750275.1_ASM75027v1_genomic.fna
153,T03084,eau,4561905,1421338,GenBank,GCA_000632395.1,GCA_000632395.1_ASM63239v1_genomic.fna
154,T04686,ekb,4880257,208224,GenBank,GCA_001729765.1,GCA_001729765.1_ASM172976v1_genomic.fna
155,T02315,eno,4726582,208224,GenBank,GCA_000286275.1,GCA_000286275.1_ASM28627v1_genomic.fna
156,T01652,eec,4734438,299767,GenBank,GCA_000239975.1,GCA_000239975.1_ASM23997v1_genomic.fna
157,T04719,elg,4857439,299767,GenBank,GCA_001750725.1,GCA_001750725.1_ASM175072v1_genomic.fna
158,T05545,ecan,4796512,69218,GenBank,GCA_002850575.1,GCA_002850575.1_ASM285057v1_genomic.fna
159,T05556,ern,4748414,1812935,GenBank,GCA_001729805.1,GCA_001729805.1_ASM172980v1_genomic.fna
160,T04878,ecls,5017289,1812935,GenBank,GCA_000807415.4,GCA_000807415.4_ASM80741v4_genomic.fna
161,T06229,echg,5111427,2494701,GenBank,GCA_001984825.2,GCA_001984825.2_ASM198482v2_genomic.fna
162,T06532,esh,4711389,2071710,GenBank,GCA_009036245.1,GCA_009036245.1_ASM903624v1_genomic.fna
163,T00507,ent,4518712,399742,GenBank,GCA_000016325.1,GCA_000016325.1_ASM1632v1_genomic.fna
164,T01604,eas,4812833,885040,GenBank,GCA_000224675.1,GCA_000224675.1_ASM22467v1_genomic.fna
165,T02700,enr,5039027,1166130,GenBank,GCA_000410515.1,GCA_000410515.1_ASM41051v1_genomic.fna
166,T04118,enx,4763114,1560339,GenBank,GCA_000801755.2,GCA_000801755.2_ASM80175v2_genomic.fna
167,T04405,enf,5118646,1692238,GenBank,GCA_001582075.1,GCA_001582075.1_ASM158207v1_genomic.fna
168,T05333,lni,4826853,2836161,GenBank,GCA_002952735.2,GCA_002952735.2_ASM295273v2_genomic.fna
169,T05993,ebg,4750456,881260,GenBank,GCA_004804395.1,GCA_004804395.1_ASM480439v1_genomic.fna
170,T06363,end,4534036,1827481,GenBank,GCA_001623605.1,GCA_001623605.1_ASM162360v1_genomic.fna
171,T07956,enz,4854376,2707174,GenBank,GCA_010692925.1,GCA_010692925.1_ASM1069292v1_genomic.fna
172,T07983,ens,4810361,2747372,GenBank,GCA_013375955.1,GCA_013375955.1_ASM1337595v1_genomic.fna
173,T07994,enk,4656683,2894203,GenBank,GCA_020971765.1,GCA_020971765.1_ASM2097176v1_genomic.fna
174,T08129,ehu,4902119,2494702,GenBank,GCA_003594935.2,GCA_003594935.2_ASM359493v2_genomic.fna
175,T08239,emor,4740236,539813,GenBank,GCA_022014715.1,GCA_022014715.1_ASM2201471v1_genomic.fna
176,T08394,enb,4561369,2500132,GenBank,GCA_004006055.1,GCA_004006055.1_ASM400605v1_genomic.fna
177,T09002,equ,4712313,2497436,GenBank,GCA_029542725.1,GCA_029542725.1_ASM2954272v1_genomic.fna
178,T09244,epu,4814123,2996112,GenBank,GCA_030406125.1,GCA_030406125.1_ASM3040612v1_genomic.fna
179,T00586,esa,4368373,290339,GenBank,GCA_000017665.1,GCA_000017665.1_ASM1766v1_genomic.fna
180,T02119,csk,4268675,1138308,GenBank,GCA_000263215.1,GCA_000263215.1_ASM26321v1_genomic.fna
181,T02461,csz,4344092,956149,GenBank,GCA_000339015.1,GCA_000339015.1_ASM33901v1_genomic.fna
182,T03903,csj,4511265,28141,GenBank,GCA_000982825.1,GCA_000982825.1_ASM98282v1_genomic.fna
183,T04060,ccon,4347991,1073999,GenBank,GCA_001277255.1,GCA_001277255.1_ASM127725v1_genomic.fna
184,T04061,cdm,4431067,1159554,GenBank,GCA_001277235.1,GCA_001277235.1_ASM127723v1_genomic.fna
185,T02955,csi,4377544,413503,GenBank,GCA_000504545.1,GCA_000504545.1_ASM50454v1_genomic.fna
186,T04062,cmj,4294639,1159491,GenBank,GCA_001277215.2,GCA_001277215.2_ASM127721v2_genomic.fna
187,T04063,cui,4307096,1074000,GenBank,GCA_001277175.1,GCA_001277175.1_ASM127717v1_genomic.fna
188,T04067,cmw,4364114,1159613,GenBank,GCA_001277195.1,GCA_001277195.1_ASM127719v1_genomic.fna
189,T00999,ctu,4384463,693216,GenBank,GCA_000027065.2,GCA_000027065.2_ASM2706v1_genomic.fna
190,T00566,kpn,5315120,272620,GenBank,GCA_000016305.1,GCA_000016305.1_ASM1630v1_genomic.fna
191,T00910,kpu,5248520,484021,GenBank,GCA_000009885.1,GCA_000009885.1_ASM988v1_genomic.fna
192,T01733,kpm,5333942,1125630,RefSeq,GCF_000240185.1,GCF_000240185.1_ASM24018v2_genomic.fna
193,T02213,kpp,5386705,1193292,GenBank,GCA_000294365.1,GCA_000294365.1_ASM29436v1_genomic.fna
194,T03369,kph,5396164,1225181,GenBank,GCA_000714675.1,GCA_000714675.1_ASM71467v1_genomic.fna
195,T03370,kpz,5241638,1328324,GenBank,GCA_000695935.1,GCA_000695935.1_ASM69593v1_genomic.fna
196,T03465,kpv,5298647,72407,GenBank,GCA_000784945.1,GCA_000784945.1_ASM78494v1_genomic.fna
197,T03466,kpw,5306618,72407,GenBank,GCA_000784985.1,GCA_000784985.1_ASM78498v1_genomic.fna
198,T03467,kpy,5228295,72407,GenBank,GCA_000785005.1,GCA_000785005.1_ASM78500v1_genomic.fna
199,T03468,kpg,5515525,72407,GenBank,GCA_000775395.1,GCA_000775395.1_ASM77539v1_genomic.fna
200,T03788,kpc,5395263,1094170,GenBank,GCA_000281435.2,GCA_000281435.2_ASM28143v2_genomic.fna
201,T03371,kpq,5309305,1328325,GenBank,GCA_000717515.1,GCA_000717515.1_ASM71751v1_genomic.fna
202,T03418,kpt,5374834,72407,GenBank,GCA_000742755.1,GCA_000742755.1_ASM74275v1_genomic.fna
203,T01982,kpo,5259571,1049565,GenBank,GCA_000220485.1,GCA_000220485.1_ASM22048v1_genomic.fna
204,T02793,kpr,5270770,861365,GenBank,GCA_000967845.1,GCA_000967845.1_ASM96784v1_genomic.fna
205,T02799,kpj,5273813,1380908,GenBank,GCA_000445405.1,GCA_000445405.1_ASM44540v1_genomic.fna
206,T02866,kpi,5166857,1244085,GenBank,GCA_000474015.1,GCA_000474015.1_ASM47401v1_genomic.fna
207,T03176,kpa,5263229,1420012,GenBank,GCA_000598005.1,GCA_000598005.1_ASM59800v1_genomic.fna
208,T03177,kps,5293301,1420013,GenBank,GCA_000597905.1,GCA_000597905.1_ASM59790v1_genomic.fna
209,T03419,kpx,5317001,573,GenBank,GCA_000764615.1,GCA_000764615.1_ASM76461v1_genomic.fna
210,T03440,kpb,5297511,573,GenBank,GCA_000739495.1,GCA_000739495.1_ASM73949v1_genomic.fna
211,T03746,kpne,5344430,573,GenBank,GCA_000807395.3,GCA_000807395.3_ASM80739v3_genomic.fna
212,T03747,kpnu,5313576,573,GenBank,GCA_000814305.1,GCA_000814305.1_ASM81430v1_genomic.fna
213,T05281,kpnk,5438894,573,GenBank,GCA_000968155.1,GCA_000968155.1_ASM96815v1_genomic.fna
214,T01170,kva,5458505,640131,GenBank,GCA_000025465.1,GCA_000025465.1_ASM2546v1_genomic.fna
215,T00772,kpe,5641239,244366,GenBank,GCA_000019565.1,GCA_000019565.1_ASM1956v1_genomic.fna
216,T03368,kpk,5365144,244366,GenBank,GCA_000714635.1,GCA_000714635.1_ASM71463v1_genomic.fna
217,T03531,kvd,5501013,244366,GenBank,GCA_000812205.2,GCA_000812205.2_ASM81220v2_genomic.fna
218,T03641,kvq,5521203,244366,GenBank,GCA_000828055.2,GCA_000828055.2_ASM82805v2_genomic.fna
219,T01681,kox,5974109,1006551,GenBank,GCA_000240325.1,GCA_000240325.1_ASM24032v1_genomic.fna
220,T02173,koe,6097032,1191061,GenBank,GCA_000276705.2,GCA_000276705.2_ASM27670v2_genomic.fna
221,T03188,koy,5914407,1308980,GenBank,GCA_000632415.1,GCA_000632415.1_ASM63241v1_genomic.fna
222,T03349,kom,5865090,1134687,GenBank,GCA_000724525.1,GCA_000724525.1_ASM72452v1_genomic.fna
223,T03782,kmi,5107633,1134687,GenBank,GCA_000963575.1,GCA_000963575.1_ASM96357v1_genomic.fna
224,T03269,kok,6152190,1333852,GenBank,GCA_000714655.1,GCA_000714655.1_ASM71465v1_genomic.fna
225,T04534,koc,6257473,571,GenBank,GCA_001022195.1,GCA_001022195.1_ASM102219v1_genomic.fna
226,T04389,kqu,5284734,1463165,GenBank,GCA_001596075.2,GCA_001596075.2_ASM159607v2_genomic.fna
227,T01529,eae,5280350,1028307,GenBank,GCA_000215745.1,GCA_000215745.1_ASM21574v1_genomic.fna
228,T02447,ear,5419609,935296,GenBank,GCA_000334515.1,GCA_000334515.1_ASM33451v1_genomic.fna
229,T05116,kqv,5540188,2026240,GenBank,GCA_002269255.1,GCA_002269255.1_ASM226925v1_genomic.fna
230,T05751,kll,6174401,1905288,GenBank,GCA_001753185.1,GCA_001753185.1_ASM175318v1_genomic.fna
231,T05915,klw,6183608,2153354,GenBank,GCA_003261575.2,GCA_003261575.2_ASM326157v2_genomic.fna
232,T07696,kar,5243981,2489010,GenBank,GCA_020526085.1,GCA_020526085.1_ASM2052608v1_genomic.fna
233,T07992,kgr,5925906,2058152,GenBank,GCA_017863855.1,GCA_017863855.1_ASM1786385v1_genomic.fna
234,T08655,kpas,6008024,2587529,GenBank,GCA_021228735.1,GCA_021228735.1_ASM2122873v1_genomic.fna
235,T08882,klc,5995415,2873296,GenBank,GCA_019890895.1,GCA_019890895.1_ASM1989089v1_genomic.fna
236,T09148,klm,5800138,1934254,GenBank,GCA_002090195.1,GCA_002090195.1_ASM209019v1_genomic.fna
237,T06174,ree,5266426,1259973,GenBank,GCA_006711645.1,GCA_006711645.1_ASM671164v1_genomic.fna
238,T02625,ror,5398151,1286170,GenBank,GCA_000367425.1,GCA_000367425.1_ASM36742v1_genomic.fna
239,T03629,ron,5522044,54291,GenBank,GCA_000829965.1,GCA_000829965.1_ASM82996v1_genomic.fna
240,T05298,rpln,5592163,575,GenBank,GCA_002906195.1,GCA_002906195.1_ASM290619v1_genomic.fna
241,T05540,rao,5404711,2259647,GenBank,GCA_003323835.1,GCA_003323835.1_ASM332383v1_genomic.fna
242,T06046,rtg,6073951,577,GenBank,GCA_900631595.1,GCA_900631595.1_NCTC13098_2_genomic.fna
243,T01145,cro,5346659,637910,GenBank,GCA_000027085.1,GCA_000027085.1_ASM2708v1_genomic.fna
244,T00592,cko,4720462,290338,GenBank,GCA_000018045.1,GCA_000018045.1_ASM1804v1_genomic.fna
245,T03077,cfd,5099034,1333848,GenBank,GCA_000648515.1,GCA_000648515.1_ASM64851v1_genomic.fna
246,T04825,cbra,5244290,57706,GenBank,GCA_002073755.2,GCA_002073755.2_ASM207375v2_genomic.fna
247,T05129,cwe,4885099,67827,GenBank,GCA_002386385.1,GCA_002386385.1_ASM238638v1_genomic.fna
248,T05526,cyo,4945156,133448,GenBank,GCA_003255895.1,GCA_003255895.1_ASM325589v1_genomic.fna
249,T06238,cpot,4926736,1639133,GenBank,GCA_008693605.1,GCA_008693605.1_ASM869360v1_genomic.fna
