T04373,ecos,941322,Escherichia coli O25b:K100:H4-ST131 EC958 (UPEC),Prokaryotes,Bacteria,Enterobacterales,Escherichia
T00425,ecv,405955,Escherichia coli APEC O1 (APEC),Prokaryotes,Bacteria,Enterobacterales,Escherichia
T02445,ecoa,1274814,Escherichia coli APEC O78 (APEC),Prokaryotes,Bacteria,Enterobacterales,Escherichia
T00591,ecx,331112,Escherichia coli O9 HS (commensal),Prokaryotes,Bacteria,Enterobacterales,Escherichia
T00672,ecm,439855,Escherichia coli SMS-3-5 (environmental),Prokaryotes,Bacteria,Enterobacterales,Escherichia
T00784,ecy,409438,Escherichia coli O152:H28 SE11 (commensal),Prokaryotes,Bacteria,Enterobacterales,Escherichia
T00828,ecr,585034,Escherichia coli O8 IAI1 (commensal),Prokaryotes,Bacteria,Enterobacterales,Escherichia
T00827,ecq,585397,Escherichia coli O81 ED1a (commensal),Prokaryotes,Bacteria,Enterobacterales,Escherichia
T00831,eum,585056,Escherichia coli O17:K52:H18 UMN026 (ExPEC),Prokaryotes,Bacteria,Enterobacterales,Escherichia
T00829,ect,585057,Escherichia coli O7:K1 IAI39 (ExPEC),Prokaryotes,Bacteria,Enterobacterales,Escherichia
T01999,eoc,1072459,Escherichia coli O7:K1 CE10,Prokaryotes,Bacteria,Enterobacterales,Escherichia
T00944,ebr,413997,Escherichia coli B REL606,Prokaryotes,Bacteria,Enterobacterales,Escherichia
T00931,ebl,469008,Escherichia coli BL21(DE3),Prokaryotes,Bacteria,Enterobacterales,Escherichia
T02096,ebe,469008,Escherichia coli BL21(DE3),Prokaryotes,Bacteria,Enterobacterales,Escherichia
T00939,ebd,866768,Escherichia coli BL21-Gold(DE3)pLysS AG,Prokaryotes,Bacteria,Enterobacterales,Escherichia
T00338,eci,364106,Escherichia coli O18:K1:H7 UTI89 (UPEC),Prokaryotes,Bacteria,Enterobacterales,Escherichia
T01997,eih,714962,Escherichia coli O18:K1:H7 IHE3034 (ExPEC),Prokaryotes,Bacteria,Enterobacterales,Escherichia
T00830,ecz,585035,Escherichia coli O45:K1:H7 S88 (ExPEC),Prokaryotes,Bacteria,Enterobacterales,Escherichia
T00106,ecc,199310,Escherichia coli O6:K2:H1 CFT073 (UPEC),Prokaryotes,Bacteria,Enterobacterales,Escherichia
T02067,elo,216592,Escherichia coli O44:H18 042 (EAEC),Prokaryotes,Bacteria,Enterobacterales,Escherichia
T02068,eln,685038,Escherichia coli O83:H1 NRG 857C (AIEC),Prokaryotes,Bacteria,Enterobacterales,Escherichia
T02077,ese,431946,Escherichia coli O150:H5 SE15 (commensal),Prokaryotes,Bacteria,Enterobacterales,Escherichia
T00697,ecl,481805,Escherichia coli ATCC 8739,Prokaryotes,Bacteria,Enterobacterales,Escherichia
T02104,ekf,595495,Escherichia coli KO11FL,Prokaryotes,Bacteria,Enterobacterales,Escherichia
T01995,eab,655817,Escherichia coli ABU 83972,Prokaryotes,Bacteria,Enterobacterales,Escherichia
T01996,edh,536056,Escherichia coli DH1,Prokaryotes,Bacteria,Enterobacterales,Escherichia
T02102,edj,536056,Escherichia coli DH1,Prokaryotes,Bacteria,Enterobacterales,Escherichia
T02000,elu,869729,Escherichia coli UM146,Prokaryotes,Bacteria,Enterobacterales,Escherichia
T02002,elw,566546,Escherichia coli W,Prokaryotes,Bacteria,Enterobacterales,Escherichia
T02101,ell,566546,Escherichia coli W,Prokaryotes,Bacteria,Enterobacterales,Escherichia
T02003,elc,885275,Escherichia coli clone D i14,Prokaryotes,Bacteria,Enterobacterales,Escherichia
T02004,eld,885276,Escherichia coli clone D i2,Prokaryotes,Bacteria,Enterobacterales,Escherichia
T02030,elp,910348,Escherichia coli P12b,Prokaryotes,Bacteria,Enterobacterales,Escherichia
T00854,elf,591946,Escherichia coli LF82,Prokaryotes,Bacteria,Enterobacterales,Escherichia
T02846,ecol,1335916,Escherichia coli LY180,Prokaryotes,Bacteria,Enterobacterales,Escherichia
T02847,ecoi,1382700,Escherichia coli O18:K1 PMV-1 (ExPEC),Prokaryotes,Bacteria,Enterobacterales,Escherichia
T02896,ecoj,1355100,Escherichia coli JJ1886,Prokaryotes,Bacteria,Enterobacterales,Escherichia
T00811,efe,585054,Escherichia fergusonii,Prokaryotes,Bacteria,Enterobacterales,Escherichia
T03986,eal,1440052,Escherichia albertii,Prokaryotes,Bacteria,Enterobacterales,Escherichia
T05353,ema,1499973,Escherichia marmotae,Prokaryotes,Bacteria,Enterobacterales,Escherichia
T06276,esz,2044467,Escherichia sp. E4742,Prokaryotes,Bacteria,Enterobacterales,Escherichia
T09019,eruy,2608867,Escherichia ruysiae,Prokaryotes,Bacteria,Enterobacterales,Escherichia
T00064,sty,220341,Salmonella enterica subsp. enterica serovar Typhi CT18,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T00121,stt,209261,Salmonella enterica subsp. enterica serovar Typhi Ty2,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T01741,sex,1132507,Salmonella enterica subsp. enterica serovar Typhi P-stx-12,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T02648,sent,527001,Salmonella enterica subsp. enterica serovar Typhi Ty21a,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T00065,stm,99287,Salmonella enterica subsp. enterica serovar Typhimurium LT2,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T01714,seo,588858,Salmonella enterica subsp. enterica serovar Typhimurium 14028S,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T01715,sev,568708,Salmonella enterica subsp. enterica serovar Typhimurium D23580,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T01724,sey,216597,Salmonella enterica subsp. enterica serovar Typhimurium SL1344,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T01742,sem,718274,Salmonella enterica subsp. enterica serovar Typhimurium T000240,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T01743,sej,990282,Salmonella enterica subsp. enterica serovar Typhimurium UK-1,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T01760,seb,909946,Salmonella enterica subsp. enterica serovar Typhimurium ST4/74,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T01782,sef,1008297,Salmonella enterica subsp. enterica serovar Typhimurium 798,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T02639,setu,1171376,Salmonella enterica subsp. enterica serovar Typhimurium U288,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T02737,setc,1271862,Salmonella enterica subsp. enterica serovar Typhimurium var. 5- CFSAN001921,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T02869,senr,568709,Salmonella enterica subsp. enterica serovar Typhimurium DT2,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T02874,send,85569,Salmonella enterica subsp. enterica serovar Typhimurium DT104,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T03493,seni,90371,Salmonella enterica subsp. enterica serovar Typhimurium 138736,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T02738,seen,866913,Salmonella enterica subsp. enterica serovar 4,[5],12:i:- str. 08-1736,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T00219,spt,295319,Salmonella enterica subsp. enterica serovar Paratyphi A ATCC9150,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T00756,sek,554290,Salmonella enterica subsp. enterica serovar Paratyphi A AKU12601,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T00628,spq,1016998,Salmonella enterica subsp. enterica serovar Paratyphi B,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T00862,sei,476213,Salmonella enterica subsp. enterica serovar Paratyphi C,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T00240,sec,321314,Salmonella enterica subsp. enterica serovar Choleraesuis,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T00738,seh,454169,Salmonella enterica subsp. enterica serovar Heidelberg SL476,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T02011,shb,1160717,Salmonella enterica subsp. enterica serovar Heidelberg B182,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T02735,senh,1271864,Salmonella enterica subsp. enterica serovar Heidelberg CFSAN002069,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T02736,seeh,1124936,Salmonella enterica subsp. enterica serovar Heidelberg 41578,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T00739,see,423368,Salmonella enterica subsp. enterica serovar Newport SL254,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T02779,senn,877468,Salmonella enterica subsp. enterica serovar Newport USMARC-S3124.1,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T00743,sew,439843,Salmonella enterica subsp. enterica serovar Schwarzengrund,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T00751,sea,454166,Salmonella enterica subsp. enterica serovar Agona SL483,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T02944,sens,1406860,Salmonella enterica subsp. enterica serovar Agona 24249,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T00757,sed,439851,Salmonella enterica subsp. enterica serovar Dublin,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T00770,seg,550538,Salmonella enterica subsp. enterica serovar Gallinarum 287/91,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T01740,sel,1081093,Salmonella enterica subsp. enterica serovar Gallinarum/pullorum RKS5078,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T02824,sega,1225522,Salmonella enterica subsp. enterica serovar Gallinarum/pullorum CDC1983-67,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T00776,set,550537,Salmonella enterica subsp. enterica serovar Enteritidis P125109,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T03731,sena,1412460,Salmonella enterica subsp. enterica serovar Enteritidis EC20090135,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T03732,seno,1412459,Salmonella enterica subsp. enterica serovar Enteritidis EC20090193,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T03760,senv,1412461,Salmonella enterica subsp. enterica serovar Enteritidis EC20090332,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T03761,senq,1412462,Salmonella enterica subsp. enterica serovar Enteritidis EC20090531,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T03817,senl,149539,Salmonella enterica subsp. enterica serovar Enteritidis OLF-SE1-1019-1,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T02479,senj,1267753,Salmonella enterica subsp. enterica serovar Javiana,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T02734,seec,1271863,Salmonella enterica subsp. enterica serovar Cubana,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T02739,seeb,1173427,Salmonella enterica subsp. enterica serovar Bareilly,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T02790,seep,1298917,Salmonella enterica subsp. enterica serovar Pullorum,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T02827,senb,1320309,Salmonella enterica subsp. enterica serovar Bovismorbificans,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T02868,sene,1064551,Salmonella enterica subsp. enterica serovar Thompson,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T03730,senc,1003191,Salmonella enterica subsp. enterica serovar Tennessee,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T00627,ses,41514,Salmonella enterica subsp. arizonae,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T01579,sbg,218493,Salmonella bongori NCTC 12419,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T02733,sbz,1197719,Salmonella bongori N268-08,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T03249,sbv,1382510,Salmonella bongori serovar 48:z41:--,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T06160,salz,2500543,Salmonella sp. SSDFZ69,Prokaryotes,Bacteria,Enterobacterales,Salmonella
T00097,sfl,198214,Shigella flexneri 301 (serotype 2a),Prokaryotes,Bacteria,Enterobacterales,Shigella
T00128,sfx,198215,Shigella flexneri 2457T (serotype 2a),Prokaryotes,Bacteria,Enterobacterales,Shigella
T00377,sfv,373384,Shigella flexneri 8401 (serotype 5b),Prokaryotes,Bacteria,Enterobacterales,Shigella
T01883,sfe,591020,Shigella flexneri 2002017 (serotype Fxv),Prokaryotes,Bacteria,Enterobacterales,Shigella
T03267,sfn,1282357,Shigella flexneri 2003036,Prokaryotes,Bacteria,Enterobacterales,Shigella
T03315,sfs,1282358,Shigella flexneri Shi06HN006 (serotype Yv),Prokaryotes,Bacteria,Enterobacterales,Shigella
T03751,sft,623,Shigella flexneri NCTC1 (serotype 2a),Prokaryotes,Bacteria,Enterobacterales,Shigella
T00274,ssn,300269,Shigella sonnei Ss046,Prokaryotes,Bacteria,Enterobacterales,Shigella
T00301,sbo,300268,Shigella boydii Sb227 (serotype 4),Prokaryotes,Bacteria,Enterobacterales,Shigella
T00700,sbc,344609,Shigella boydii CDC 3083-94 (serotype 18),Prokaryotes,Bacteria,Enterobacterales,Shigella
T00306,sdy,300267,Shigella dysenteriae Sd197,Prokaryotes,Bacteria,Enterobacterales,Shigella
T02933,sdz,754093,Shigella dysenteriae 1617 (serotype 1),Prokaryotes,Bacteria,Enterobacterales,Shigella
T04390,shq,1813821,Shigella sp. PAMC 28760,Prokaryotes,Bacteria,Enterobacterales,Shigella
T01231,enc,716541,Enterobacter cloacae subsp. cloacae ATCC 13047,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T02159,enl,1104326,Enterobacter cloacae subsp. dissolvens SDM,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T03429,eclg,550,Enterobacter cloacae GGT036,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T03471,ecle,1333850,Enterobacter cloacae ECNIH2,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T03486,ecln,550,Enterobacter cloacae ECNIH4,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T03706,ecli,550,Enterobacter cloacae ECNIH5,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T03707,eclx,1296536,Enterobacter hormaechei subsp. xiangfangensis,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T03708,ecly,299766,Enterobacter hormaechei subsp. steigerwaltii,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T03709,eclz,301105,Enterobacter hormaechei subsp. hormaechei,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T02615,eclo,158836,Enterobacter hormaechei NCTC 9394,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T04593,ehm,158836,Enterobacter hormaechei CAV1176,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T04821,exf,1296536,Enterobacter hormaechei subsp. xiangfangensis,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T03350,ecla,1333851,Enterobacter hormaechei subsp. hoffmannii ECNIH3,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T03378,eclc,1333849,Enterobacter hormaechei subsp. hoffmannii ECR091,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T03084,eau,1421338,Enterobacter asburiae L1,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T04686,ekb,208224,Enterobacter kobei DSM 13645,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T02315,eno,208224,Enterobacter kobei ENHKU01,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T01652,eec,299767,Enterobacter ludwigii EcWSU1,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T04719,elg,299767,Enterobacter ludwigii EN-119,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T05545,ecan,69218,Enterobacter cancerogenus,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T05556,ern,1812935,Enterobacter roggenkampii DSM 16690,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T04878,ecls,1812935,Enterobacter roggenkampii 35734,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T06229,echg,2494701,Enterobacter chengduensis,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T06532,esh,2071710,Enterobacter sichuanensis,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T00507,ent,399742,Enterobacter sp. 638,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T01604,eas,885040,Enterobacter soli,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T02700,enr,1166130,Enterobacter sp. R4-368,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T04118,enx,1560339,Enterobacter sp. E20,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T04405,enf,1692238,Enterobacter sp. FY-07,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T05333,lni,2836161,Enterobacter sp. SGAir0187,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T05993,ebg,881260,Enterobacter bugandensis,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T06363,end,1827481,Enterobacter sp. ODB01,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T07956,enz,2707174,Enterobacter sp. T2,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T07983,ens,2747372,Enterobacter sp. DSM 30060,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T07994,enk,2894203,Enterobacter sp. AN-K1,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T08129,ehu,2494702,Enterobacter huaxiensis,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T08239,emor,539813,Enterobacter mori,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T08394,enb,2500132,Enterobacter sp. N18-03635,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T09002,equ,2497436,Enterobacter quasiroggenkampii,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T09244,epu,2996112,Enterobacter pseudoroggenkampii,Prokaryotes,Bacteria,Enterobacterales,Enterobacter
T00586,esa,290339,Cronobacter sakazakii ATCC BAA-894,Prokaryotes,Bacteria,Enterobacterales,Cronobacter
T02119,csk,1138308,Cronobacter sakazakii ES15,Prokaryotes,Bacteria,Enterobacterales,Cronobacter
T02461,csz,956149,Cronobacter sakazakii Sp291,Prokaryotes,Bacteria,Enterobacterales,Cronobacter
T03903,csj,28141,Cronobacter sakazakii ATCC 29544,Prokaryotes,Bacteria,Enterobacterales,Cronobacter
T04060,ccon,1073999,Cronobacter condimenti,Prokaryotes,Bacteria,Enterobacterales,Cronobacter
T04061,cdm,1159554,Cronobacter dublinensis,Prokaryotes,Bacteria,Enterobacterales,Cronobacter
T02955,csi,413503,Cronobacter malonaticus CMCC45402,Prokaryotes,Bacteria,Enterobacterales,Cronobacter
T04062,cmj,1159491,Cronobacter malonaticus LMG 23826,Prokaryotes,Bacteria,Enterobacterales,Cronobacter
T04063,cui,1074000,Cronobacter universalis,Prokaryotes,Bacteria,Enterobacterales,Cronobacter
T04067,cmw,1159613,Cronobacter muytjensii,Prokaryotes,Bacteria,Enterobacterales,Cronobacter
T00999,ctu,693216,Cronobacter turicensis,Prokaryotes,Bacteria,Enterobacterales,Cronobacter
T00566,kpn,272620,Klebsiella pneumoniae subsp. pneumoniae MGH 78578 (serotype K52),Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T00910,kpu,484021,Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 (serotype K1),Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T01733,kpm,1125630,Klebsiella pneumoniae subsp. pneumoniae HS11286,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T02213,kpp,1193292,Klebsiella pneumoniae subsp. pneumoniae 1084 (serotype K1),Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T03369,kph,1225181,Klebsiella pneumoniae subsp. pneumoniae KPNIH24,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T03370,kpz,1328324,Klebsiella pneumoniae subsp. pneumoniae KPNIH27,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T03465,kpv,72407,Klebsiella pneumoniae subsp. pneumoniae KPNIH29,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T03466,kpw,72407,Klebsiella pneumoniae subsp. pneumoniae KPNIH30,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T03467,kpy,72407,Klebsiella pneumoniae subsp. pneumoniae KPNIH31,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T03468,kpg,72407,Klebsiella pneumoniae subsp. pneumoniae KPNIH32,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T03788,kpc,1094170,Klebsiella pneumoniae subsp. pneumoniae KPNIH10,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T03371,kpq,1328325,Klebsiella pneumoniae subsp. pneumoniae KPR0928,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T03418,kpt,72407,Klebsiella pneumoniae subsp. pneumoniae ATCC 43816 KPPR1,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T01982,kpo,1049565,Klebsiella pneumoniae KCTC 2242,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T02793,kpr,861365,Klebsiella pneumoniae subsp. rhinoscleromatis SB3432,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T02799,kpj,1380908,Klebsiella pneumoniae JM45,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T02866,kpi,1244085,Klebsiella pneumoniae CG43,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T03176,kpa,1420012,Klebsiella pneumoniae 30660/NJST258_1,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T03177,kps,1420013,Klebsiella pneumoniae 30684/NJST258_2,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T03419,kpx,573,Klebsiella pneumoniae PMK1,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T03440,kpb,573,Klebsiella pneumoniae blaNDM-1,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T03746,kpne,573,Klebsiella pneumoniae 32192,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T03747,kpnu,573,Klebsiella pneumoniae 34618,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T05281,kpnk,573,Klebsiella pneumoniae Kp52.145,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T01170,kva,640131,Klebsiella variicola At-22,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T00772,kpe,244366,Klebsiella variicola 342,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T03368,kpk,244366,Klebsiella variicola KP5-1,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T03531,kvd,244366,Klebsiella variicola DX120E,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T03641,kvq,244366,Klebsiella variicola DSM 15968,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T01681,kox,1006551,Klebsiella michiganensis KCTC 1686,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T02173,koe,1191061,Klebsiella michiganensis E718,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T03188,koy,1308980,Klebsiella michiganensis HKOPL1,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T03349,kom,1134687,Klebsiella michiganensis M1,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T03782,kmi,1134687,Klebsiella michiganensis RC10,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T03269,kok,1333852,Klebsiella oxytoca KONIH1,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T04534,koc,571,Klebsiella oxytoca CAV1374,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T04389,kqu,1463165,Klebsiella quasipneumoniae,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T01529,eae,1028307,Klebsiella aerogenes KCTC 2190,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T02447,ear,935296,Klebsiella aerogenes EA1509E,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T05116,kqv,2026240,Klebsiella quasivariicola,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T05751,kll,1905288,Klebsiella sp. LTGPAF-6F,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T05915,klw,2153354,Klebsiella huaxiensis,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T07696,kar,2489010,Klebsiella africana,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T07992,kgr,2058152,Klebsiella grimontii,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T08655,kpas,2587529,Klebsiella pasteurii,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T08882,klc,2873296,Klebsiella sp. CTHL.F3a,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T09148,klm,1934254,Klebsiella sp. M5al,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
T06174,ree,1259973,Klebsiella electrica,Prokaryotes,Bacteria,Enterobacterales,Klebsiella
